movie_id,title,content_type,genre_primary,genre_secondary,release_year,duration_minutes,rating,language,country_of_origin,imdb_rating,production_budget,box_office_revenue,number_of_seasons,number_of_episodes,is_netflix_original,added_to_platform,content_warning
movie_0018,Princess Phoenix,Movie,Adventure,Unknown,2011,116,,English,France,7.6,10555440,7278095.0,7,97,1,2021:04:04,0
movie_0019,An Legend,Limited Series,Sci-Fi,Crime,2004,48,,English,UK,9.3,3778470,11102590.5,1,155,0,2022:05:12,0
movie_0020,An Mystery,TV Series,Fantasy,Unknown,2009,41,,English,Canada,7.1,3778470,11102590.5,14,168,0,2022:08:21,0
movie_0021,Family Love,Limited Series,Family,Thriller,2020,52,,English,USA,8.5,3778470,11102590.5,5,106,0,2023:07:25,0
movie_0022,First Mystery,Movie,Sci-Fi,Unknown,1998,115,,English,South Korea,6.4,2934549,40080746.0,7,97,1,2022:09:12,0
movie_0023,Mystery Night,TV Series,Adventure,Unknown,2020,60,,English,USA,4.8,3778470,11102590.5,6,197,1,2024:10:18,0
movie_0024,Fire Mystery,Movie,Biography,Unknown,1990,114,,English,South Korea,4.4,895311,52104449.0,7,97,0,2023:04:04,0
movie_0025,Quest Queen,Movie,Family,Unknown,2013,127,,English,UK,9.2,3778470,1286089.0,7,97,0,2024:12:21,0
movie_0026,Last Love,TV Series,Comedy,Unknown,2000,78,,English,India,8.6,3778470,11102590.5,10,121,0,2025:02:23,0
movie_0027,House House,Stand-up Comedy,Western,Unknown,2012,60,,English,South Korea,7.0,3778470,11102590.5,7,97,1,2021:09:19,0
movie_0028,Legend Hero,Stand-up Comedy,Biography,Romance,2003,417,,French,USA,6.4,3778470,11102590.5,7,97,0,2024:01:07,0
movie_0029,Dark Princess,Movie,Horror,Sport,1998,117,,English,Japan,5.4,3778470,6128075.0,7,97,0,2022:04:16,0
movie_0030,Dragon King,Movie,Documentary,Unknown,2017,151,,English,India,7.5,3778470,9373734.0,7,97,0,2024:06:10,1
movie_0031,Warrior War,Movie,Romance,Unknown,2024,129,,English,USA,4.7,3778470,2057069.0,7,97,0,2022:06:10,0
movie_0032,House Hero,TV Series,Crime,Unknown,2000,31,,German,UK,6.4,3778470,11102590.5,3,24,0,2024:02:13,0
movie_0033,Mystery City,Movie,Horror,Unknown,1995,116,,Korean,USA,7.3,3778470,11102590.5,7,97,0,2022:06:24,0
movie_0034,Mission Kingdom,TV Series,War,Horror,2018,48,,English,India,7.7,3778470,11102590.5,14,138,1,2023:10:22,1
movie_0035,Princess Love,TV Series,Family,Romance,1994,38,,English,USA,7.4,3778470,11102590.5,7,62,0,2021:03:01,0
movie_0036,House Legend,TV Series,Adventure,Action,2018,61,,Spanish,Germany,6.5,3778470,11102590.5,10,57,0,2025:04:18,0
movie_0037,Empire King,TV Series,Comedy,Unknown,2011,51,,French,USA,6.4,3778470,11102590.5,5,23,0,2025:05:02,0
movie_0038,A Empire,Movie,Action,Unknown,1993,98,,Korean,USA,5.6,3127772,391629433.0,7,97,1,2021:06:29,0
movie_0039,Love Queen,Movie,Mystery,Unknown,2019,80,,German,USA,7.3,5603605,11102590.5,7,97,0,2022:01:10,0
movie_0040,Mystery Quest,Movie,War,Music,2005,116,,Japanese,UK,6.4,1816487,2016406.0,7,97,0,2023:02:04,0
movie_0041,Kingdom War,Documentary,Biography,Sport,2003,83,,English,USA,6.4,3778470,11102590.5,7,97,0,2023:03:23,0
movie_0042,First Hero,Movie,Action,Unknown,2020,452,,Hindi,India,6.7,2146992,55547817.0,7,97,1,2024:06:01,0
movie_0043,City Queen,Documentary,Family,Unknown,2005,80,,Spanish,USA,6.3,3778470,11102590.5,7,97,0,2022:12:12,0
movie_0044,Dragon City,Stand-up Comedy,War,Documentary,1998,379,,English,USA,5.2,3778470,11102590.5,7,97,0,2023:01:31,0
movie_0045,Battle Day,Documentary,History,Unknown,2003,92,,English,USA,5.4,3778470,11102590.5,7,97,1,2025:02:18,0
movie_0046,The Dragon,TV Series,Family,Unknown,2002,43,,English,USA,6.7,3778470,11102590.5,8,113,0,2023:08:15,0
movie_0047,Day Journey,TV Series,Thriller,Unknown,2008,47,,English,Japan,5.4,3778470,11102590.5,9,54,0,2020:12:15,0
movie_0048,Secret Legend,Movie,Family,Unknown,1994,102,,Hindi,UK,6.4,93953191,835652471.0,7,97,0,2024:08:30,0
movie_0049,Kingdom Day,Movie,Thriller,Unknown,2023,111,,English,Germany,4.6,629194,2736647.0,7,97,0,2024:03:03,0
movie_0050,Last Quest,TV Series,Biography,Unknown,2015,41,,French,USA,6.1,3778470,11102590.5,8,116,0,2023:08:10,0
movie_0051,Hero Mystery,TV Series,Western,Comedy,1995,52,,English,USA,8.0,3778470,11102590.5,12,178,0,2023:09:10,0
movie_0052,Hero Journey,Movie,Sport,Biography,2002,104,,Italian,USA,4.9,6117844,16638609.0,7,97,1,2022:11:01,0
movie_0053,Princess City,Documentary,History,Unknown,2018,90,,English,Canada,4.7,3778470,11102590.5,7,97,0,2022:02:28,0
movie_0054,Phoenix Journey,TV Series,Romance,History,2021,35,,English,France,8.8,3778470,11102590.5,7,78,0,2024:11:17,0
movie_0055,Queen Quest,Movie,Sci-Fi,Unknown,2002,84,,Italian,India,4.7,6494786,11102590.5,7,97,1,2023:11:21,1
movie_0056,Big Princess,Movie,Adventure,Comedy,1997,137,,English,USA,6.2,3593765,2259750.0,7,97,1,2021:01:18,0
movie_0057,Mission Dream,Movie,Biography,Unknown,2017,82,,Spanish,USA,5.9,4186498,7674756.0,7,97,1,2021:10:30,0
movie_0058,Day Mystery,Stand-up Comedy,Drama,Unknown,2020,57,,English,USA,6.6,3778470,11102590.5,7,97,1,2022:10:16,0
movie_0059,Night Secret,TV Series,Romance,Sci-Fi,1992,580,,French,USA,6.3,3778470,11102590.5,4,42,1,2020:08:24,0
movie_0060,Night Warrior,TV Series,Biography,Unknown,1993,44,,English,USA,4.9,3778470,11102590.5,10,46,0,2024:08:08,0
movie_0061,Journey Night,Movie,Drama,Unknown,2017,100,,English,UK,6.9,11264097,11102590.5,7,97,0,2021:11:25,0
movie_0062,Phoenix Mission,Movie,Action,Unknown,2012,129,,English,USA,4.4,4494260,53848956.0,7,97,0,2022:08:16,0
movie_0063,Hero Kingdom,Movie,Adventure,Unknown,1997,165,,Hindi,UK,6.9,1360448,656952.0,7,97,0,2021:04:22,0
movie_0064,Last City,Documentary,Animation,Crime,1994,115,,Japanese,South Korea,5.8,3778470,11102590.5,7,97,0,2021:07:03,0
movie_0065,Day Queen,Movie,Sport,Unknown,1991,109,,Italian,USA,6.4,11397312,32147534.0,7,97,1,2024:11:16,0
movie_0066,Adventure King,Movie,Comedy,Romance,2013,104,,English,Canada,7.9,4687811,26772080.0,7,97,0,2022:06:24,0
movie_0067,Story Mystery,TV Series,Crime,Unknown,2005,50,,English,USA,6.8,3778470,11102590.5,2,73,0,2023:05:21,0
movie_0068,Secret Night,TV Series,Horror,Unknown,1994,46,,English,USA,7.5,3778470,11102590.5,5,44,0,2021:10:22,0
movie_0069,An Quest,TV Series,Documentary,Unknown,2020,42,,Spanish,South Korea,8.1,3778470,11102590.5,9,6,0,2024:02:13,0
movie_0070,Battle City,Documentary,Biography,Unknown,2023,81,,Hindi,France,6.5,3778470,11102590.5,7,97,0,2022:12:31,1
movie_0071,Phoenix Ice,TV Series,Music,Sci-Fi,2016,70,,English,Canada,6.7,3778470,11102590.5,3,79,1,2024:06:17,0
movie_0072,Storm Warrior,Limited Series,Sci-Fi,Drama,2015,73,,French,South Korea,6.4,3778470,11102590.5,14,75,0,2021:06:09,0
movie_0073,House Family,TV Series,Action,Unknown,2021,42,,German,Canada,4.8,3778470,11102590.5,5,121,1,2023:03:24,0
movie_0074,Dark Ice,Movie,Comedy,Unknown,2005,150,,English,Canada,6.4,1915176,3628760.0,7,97,1,2021:11:07,0
movie_0075,War Hero,TV Series,Animation,Crime,2016,18,,English,USA,6.5,3778470,11102590.5,1,177,0,2023:04:21,1
movie_0076,Empire Battle,Movie,Family,Documentary,2023,108,,English,USA,6.8,20837483,4643156.0,7,97,1,2023:05:30,0
movie_0077,Our Battle,TV Series,War,History,2018,26,,English,USA,6.4,3778470,11102590.5,5,95,1,2024:12:03,0
movie_0078,Little War,Movie,Fantasy,Mystery,1999,143,,Hindi,USA,6.4,1035450,11102590.5,7,97,0,2022:03:30,0
movie_0079,Mission Dream,Movie,War,Unknown,2005,414,,Hindi,USA,5.9,4204348,24367896.0,7,97,0,2021:02:07,0
movie_0080,Day Queen,Movie,Documentary,Documentary,2014,89,,English,USA,7.8,5453306,32981493.0,7,97,0,2022:12:26,0
movie_0081,Mission Fire,Movie,Documentary,Unknown,2023,119,,Italian,Japan,7.8,22471820,5603722.0,7,97,0,2021:06:05,0
movie_0082,Bright Phoenix,Movie,Western,Unknown,1995,408,,German,South Korea,4.6,8461755,173407724.0,7,97,1,2021:04:14,0
movie_0083,Journey Phoenix,Movie,Sci-Fi,Unknown,2024,101,,English,USA,7.0,97100,69320180.0,7,97,1,2020:08:14,1
movie_0084,Night Phoenix,Movie,Documentary,Crime,1998,114,,English,Germany,6.8,3778470,39250966.0,7,97,1,2023:09:08,1
movie_0085,Mission Secret,Stand-up Comedy,Crime,Crime,2009,44,,Korean,USA,5.7,3778470,11102590.5,7,97,0,2024:05:03,1
movie_0086,Big Adventure,Documentary,Biography,Family,1998,68,,English,UK,0.6,3778470,11102590.5,7,97,1,2024:07:11,0
movie_0087,Our Storm,Movie,Comedy,Unknown,2010,38,,Italian,USA,6.6,3778470,11102590.5,7,97,0,2021:02:22,1
movie_0088,Journey Love,TV Series,Sport,Unknown,1990,63,,English,Canada,7.2,3778470,11102590.5,4,79,0,2023:03:02,0
movie_0089,Mystery Day,Movie,Romance,Unknown,2014,79,,Hindi,Japan,0.9,44425136,16348642.0,7,97,1,2021:06:07,1
movie_0090,Ice Kingdom,Documentary,Animation,Biography,2003,107,,English,USA,8.7,3778470,11102590.5,7,97,0,2021:12:24,1
movie_0091,Dragon Ice,Documentary,Horror,Unknown,1993,79,,English,Japan,4.7,3778470,11102590.5,7,97,1,2022:11:24,0
movie_0092,Story Kingdom,TV Series,War,Unknown,1991,35,,English,UK,8.8,3778470,11102590.5,14,62,0,2024:04:23,0
movie_0093,City Queen,Movie,History,Biography,2020,101,,English,USA,9.7,3778470,41795066.0,7,97,1,2024:03:31,0
movie_0094,Dark City,Stand-up Comedy,Western,Western,1993,68,,English,USA,5.3,3778470,11102590.5,7,97,0,2021:08:03,0
movie_0095,Legend Storm,TV Series,Fantasy,Unknown,2003,32,,English,USA,3.6,3778470,11102590.5,9,76,1,2025:05:06,0
movie_0096,King Fire,Movie,Action,Unknown,2018,105,,English,UK,4.5,8939550,4931077.0,7,97,0,2024:06:22,1
movie_0097,Secret War,Movie,Fantasy,Unknown,2001,102,,Hindi,Canada,3.1,2137471,36710118.0,7,97,0,2021:05:15,0
movie_0098,A War,Stand-up Comedy,Adventure,Unknown,2001,77,,English,USA,6.4,3778470,11102590.5,7,97,1,2022:07:27,0
movie_0099,Dragon Day,Documentary,Western,Unknown,2021,110,,English,UK,8.3,3778470,11102590.5,7,97,0,2021:07:06,1
movie_0100,Adventure Dream,Movie,Fantasy,Unknown,1996,99,,English,Canada,6.0,8590064,11102590.5,7,97,0,2024:07:30,0
movie_0101,King House,TV Series,Animation,Unknown,2008,45,,English,South Korea,6.9,3778470,11102590.5,3,96,0,2025:07:19,0
movie_0102,Fire War,TV Series,Comedy,Sci-Fi,2003,32,,Italian,South Korea,5.1,3778470,11102590.5,6,74,0,2023:08:17,1
movie_0103,Family Battle,Stand-up Comedy,Sci-Fi,Action,2017,52,,Italian,France,8.2,3778470,11102590.5,7,97,0,2024:04:16,0
movie_0104,Mystery Mystery,Movie,War,Fantasy,2001,107,,English,South Korea,6.4,3778470,13208249.0,7,97,0,2024:11:24,0
movie_0105,Adventure House,Movie,Animation,Adventure,1992,109,,Korean,USA,6.3,1354517,3059547.0,7,97,1,2023:09:28,0
movie_0106,Dragon Night,Documentary,Animation,Family,1991,89,,Spanish,South Korea,7.3,3778470,11102590.5,7,97,0,2020:08:25,1
movie_0107,Love Kingdom,Documentary,Biography,Unknown,2014,87,,English,UK,6.1,3778470,11102590.5,7,97,0,2023:03:02,1
movie_0108,First Phoenix,Movie,Fantasy,Unknown,2000,128,,Italian,USA,7.8,747506,151826737.0,7,97,0,2021:03:14,1
movie_0109,Family Story,Movie,War,Unknown,2023,119,,English,USA,6.5,2792744,194859508.0,7,97,0,2022:12:24,0
movie_0110,Queen Day,Movie,Comedy,Adventure,1998,122,,English,USA,5.5,3551286,11102590.5,7,97,1,2022:06:03,0
movie_0111,Kingdom Mission,Movie,Sport,Unknown,1995,106,,English,USA,6.4,770163,3222643.0,7,97,0,2021:03:12,1
movie_0112,King Princess,TV Series,Music,Biography,1991,69,,English,USA,6.4,3778470,11102590.5,2,103,1,2022:01:22,0
movie_0113,A Quest,Movie,History,Unknown,2022,110,,French,Germany,5.9,845349,4568753.0,7,97,0,2020:12:09,1
movie_0114,Journey King,TV Series,Animation,Mystery,2008,46,,English,India,9.7,3778470,11102590.5,9,48,0,2022:10:24,0
movie_0115,War Dragon,Movie,Crime,Unknown,2021,69,,English,USA,6.0,18860431,57338013.0,7,97,1,2021:04:09,0
movie_0116,Secret Story,Documentary,Biography,Documentary,1990,134,,French,France,4.7,3778470,11102590.5,7,97,0,2024:02:27,1
movie_0117,Little Dragon,Movie,Family,Unknown,2013,109,,English,USA,5.2,794995,24268353.0,7,97,1,2022:04:27,1
movie_0118,Hero Love,Documentary,Sport,Unknown,2014,96,,English,USA,6.4,3778470,11102590.5,7,97,0,2021:07:14,0
movie_0119,Little Warrior,Documentary,Action,Adventure,2019,98,,Hindi,South Korea,8.5,3778470,11102590.5,7,97,0,2025:07:26,1
movie_0120,Last Mission,Movie,Mystery,Comedy,2022,152,,English,USA,5.2,3778470,22144747.0,7,97,0,2024:04:21,0
movie_0121,Last Dream,Movie,Mystery,Unknown,2004,113,,English,USA,6.1,1666756,11102590.5,7,97,0,2022:09:09,0
movie_0122,Little Queen,Movie,History,Unknown,2019,125,,English,USA,3.9,9321651,5551808.0,7,97,0,2024:08:01,0
movie_0123,Family Fire,Movie,Documentary,History,2008,109,,English,USA,4.5,556402,8920240.0,7,97,1,2023:04:03,0
movie_0124,Bright House,TV Series,Comedy,Unknown,2003,38,,English,USA,6.6,3778470,11102590.5,12,14,1,2024:01:14,0
movie_0125,Our Queen,Movie,Western,Music,2010,105,,English,Canada,5.0,16341730,39189864.0,7,97,1,2022:01:10,0
movie_0126,Journey Princess,Movie,Sci-Fi,Biography,2003,125,,Spanish,USA,7.4,26713214,5582578.0,7,97,0,2022:12:29,0
movie_0127,Dragon Quest,Documentary,Music,Drama,2016,85,,English,USA,4.4,3778470,11102590.5,7,97,0,2024:12:22,0
movie_0128,A Quest,Limited Series,History,Unknown,2008,58,,English,Canada,4.9,3778470,11102590.5,2,153,0,2022:03:29,0
movie_0129,Mission Fire,Stand-up Comedy,Sci-Fi,Crime,2000,36,,English,USA,6.4,3778470,11102590.5,7,97,1,2023:10:10,0
movie_0130,Last House,Movie,Action,Unknown,1990,36,,English,Japan,6.4,10949397,45443003.0,7,97,0,2020:11:19,0
movie_0131,Story Mystery,Movie,Sci-Fi,Unknown,2024,115,,English,USA,6.4,31998338,4303498.0,7,97,1,2025:04:25,0
movie_0132,Dragon War,Documentary,Comedy,Unknown,2022,95,,Spanish,Japan,7.7,3778470,11102590.5,7,97,0,2021:01:12,0
movie_0133,Adventure Princess,Movie,Family,Unknown,1993,97,,English,USA,7.8,9889659,36933865.0,7,97,0,2021:12:12,0
movie_0134,Story Night,Stand-up Comedy,Adventure,Animation,1999,52,,Spanish,France,7.3,3778470,11102590.5,7,97,0,2023:08:24,0
movie_0135,Princess House,Movie,Western,Unknown,2016,73,,Japanese,USA,5.3,3778470,196392638.0,7,97,0,2023:08:10,0
movie_0136,First House,Documentary,Adventure,Unknown,2001,404,,English,Canada,1.0,3778470,11102590.5,7,97,0,2023:05:25,0
movie_0137,First Mission,Movie,History,Unknown,2023,106,,English,USA,7.6,992285,84883879.0,7,97,0,2020:12:26,0
movie_0138,Kingdom Fire,Movie,Biography,Comedy,2024,118,,English,Canada,5.6,2785266,20178073.0,7,97,0,2023:05:29,0
movie_0139,Last War,Limited Series,Mystery,Unknown,1993,23,,English,USA,4.4,3778470,11102590.5,2,102,0,2024:05:05,0
movie_0140,City Empire,Documentary,Sport,Unknown,2023,19,,English,France,5.6,3778470,11102590.5,7,97,0,2025:06:20,0
movie_0141,War Story,Movie,Action,Crime,1990,96,,Korean,Japan,3.9,3778470,351613.0,7,97,0,2024:10:30,1
movie_0142,Battle Secret,Limited Series,Western,Unknown,2018,71,,English,UK,6.4,3778470,11102590.5,14,169,0,2021:02:26,1
movie_0143,Adventure Fire,Movie,Biography,Unknown,2006,143,,German,Germany,5.0,792013,5298432.0,7,97,1,2022:12:28,0
movie_0144,Our Dream,TV Series,Comedy,Unknown,2013,37,,Korean,India,9.4,3778470,11102590.5,11,42,1,2020:12:07,0
movie_0145,Fire Empire,TV Series,Thriller,Sci-Fi,1990,40,,English,UK,8.4,3778470,11102590.5,10,197,1,2024:03:09,0
movie_0146,Bright Love,Movie,War,Unknown,2014,79,,English,USA,4.4,3778470,11102590.5,7,97,0,2024:11:22,0
movie_0147,Dark Love,Documentary,Action,Unknown,1996,34,,Japanese,UK,3.9,3778470,11102590.5,7,97,0,2023:02:11,0
movie_0148,War Storm,TV Series,Mystery,Unknown,1997,66,,Spanish,USA,8.9,3778470,11102590.5,1,101,1,2022:07:29,0
movie_0149,The Fire,Documentary,Action,Unknown,2000,364,,Spanish,USA,3.0,3778470,11102590.5,7,97,0,2023:09:12,0
movie_0150,Story Fire,Movie,Adventure,Sport,2013,157,,English,Japan,8.1,28183154,26250908.0,7,97,0,2022:12:26,1
movie_0151,Night Love,Movie,Animation,Unknown,2005,98,,English,South Korea,6.2,5071451,235899.0,7,97,0,2022:12:11,0
movie_0152,Fire Quest,Movie,Documentary,Sport,1991,104,,Hindi,USA,3.6,3778470,11102590.5,7,97,0,2020:10:13,0
movie_0153,Phoenix Dragon,Movie,Animation,Unknown,2007,148,,Spanish,USA,7.8,1445488,11102590.5,7,97,1,2024:01:30,0
movie_0154,Bright Phoenix,TV Series,Sci-Fi,Unknown,1998,19,,Italian,UK,5.0,3778470,11102590.5,14,187,1,2024:01:15,0
movie_0155,Dream Battle,Movie,Romance,Unknown,2005,140,,English,USA,6.5,3778470,10889136.0,7,97,0,2025:07:01,0
movie_0156,An Ice,Movie,History,Thriller,2019,111,,English,France,6.0,19903417,10427828.0,7,97,1,2023:07:16,0
movie_0157,Last Ice,Documentary,Sport,Unknown,2001,77,,German,USA,10.0,3778470,11102590.5,7,97,0,2022:02:15,0
movie_0158,Storm Princess,Documentary,War,Unknown,2019,110,,English,USA,6.4,3778470,11102590.5,7,97,0,2022:02:27,1
movie_0159,Battle Family,Movie,Drama,Mystery,2001,121,,Korean,India,7.7,6129856,6244192.0,7,97,0,2023:01:23,0
movie_0160,Love Journey,Movie,Comedy,Unknown,2016,10,,Italian,Canada,6.6,9355608,738634327.0,7,97,0,2023:08:19,0
movie_0161,Our King,Movie,Western,Unknown,1993,97,,English,Germany,6.5,3405303,894261.0,7,97,0,2021:02:20,0
movie_0162,Day Fire,TV Series,Animation,Sci-Fi,2005,40,,Spanish,South Korea,5.8,3778470,11102590.5,5,111,0,2021:08:23,0
movie_0163,Bright War,Movie,Comedy,Unknown,2015,85,,English,USA,5.7,503735,58761541.0,7,97,0,2021:01:10,1
movie_0164,Quest Ice,Movie,Romance,Western,1995,111,,English,USA,6.4,2398917,35707634.0,7,97,0,2021:01:13,0
movie_0165,Bright Day,Movie,Action,Sci-Fi,2018,91,,English,Germany,7.6,456624,82210.0,7,97,0,2023:11:21,0
movie_0166,Mystery Princess,TV Series,Western,Unknown,2012,66,,English,USA,3.3,3778470,11102590.5,10,54,1,2024:02:03,0
movie_0167,Battle Night,TV Series,Adventure,Unknown,2010,37,,Italian,USA,6.4,3778470,11102590.5,9,178,0,2021:06:26,0
movie_0168,Love Love,Movie,Crime,Mystery,1997,103,,English,USA,6.9,5781768,11102590.5,7,97,1,2023:02:13,0
movie_0169,Storm Day,TV Series,Western,Unknown,1998,53,,English,Canada,6.9,3778470,11102590.5,13,81,0,2025:01:20,0
movie_0170,Phoenix Love,Movie,Horror,Unknown,1997,537,,English,South Korea,6.1,431570,6675003.0,7,97,0,2024:03:10,1
movie_0171,Dream Warrior,Movie,Biography,Unknown,1994,110,,English,USA,1.4,3768477,11316045.0,7,97,0,2021:05:21,0
movie_0172,My Story,Movie,Horror,Unknown,1993,94,,Spanish,USA,10.0,5064920,11553135.0,7,97,0,2023:09:10,0
movie_0173,Little Dragon,Stand-up Comedy,Sci-Fi,History,2002,58,,Hindi,Canada,7.2,3778470,11102590.5,7,97,1,2022:02:04,0
movie_0174,City Battle,TV Series,Thriller,Unknown,2020,50,,Spanish,France,6.4,3778470,11102590.5,7,78,0,2023:11:06,0
movie_0175,Fire Day,Movie,Fantasy,Unknown,2002,137,,German,USA,8.9,365831,11102590.5,7,97,1,2023:07:13,0
movie_0176,Dream City,TV Series,Documentary,Unknown,2008,39,,French,USA,4.4,3778470,11102590.5,10,116,1,2022:09:02,0
movie_0177,Fire Princess,Movie,Drama,Unknown,2022,99,,Italian,USA,9.1,197326642,5829409.0,7,97,1,2024:09:21,0
movie_0178,Our Princess,TV Series,Animation,Unknown,2002,55,,English,South Korea,5.6,3778470,11102590.5,7,6,0,2023:11:30,0
movie_0179,Battle Empire,TV Series,Documentary,Unknown,2014,41,,Spanish,UK,0.8,3778470,11102590.5,6,20,1,2023:03:30,0
movie_0180,Story Queen,TV Series,Action,Unknown,2010,26,,English,USA,6.5,3778470,11102590.5,1,159,0,2020:11:18,0
movie_0181,Phoenix Hero,TV Series,Crime,Unknown,2020,43,,English,UK,7.4,3778470,11102590.5,4,134,0,2023:09:22,0
movie_0182,Mystery Adventure,Movie,Thriller,Unknown,1990,125,,English,USA,5.7,5738797,1406285.0,7,97,0,2024:10:09,0
movie_0183,House Phoenix,TV Series,Music,Romance,1999,42,,English,USA,6.4,3778470,11102590.5,14,85,1,2024:05:04,0
movie_0184,Legend House,Documentary,Documentary,Unknown,2000,84,,English,USA,7.3,3778470,11102590.5,7,97,1,2021:06:26,0
movie_0185,King Ice,Documentary,History,Unknown,2020,83,,English,USA,7.4,3778470,11102590.5,7,97,0,2023:04:29,0
movie_0186,Old House,TV Series,Comedy,Unknown,1999,70,,English,USA,6.4,3778470,11102590.5,9,151,0,2024:03:08,1
movie_0187,First Journey,Documentary,Crime,Unknown,2012,102,,English,South Korea,8.2,3778470,11102590.5,7,97,0,2024:02:07,0
movie_0188,Our Hero,Movie,Comedy,Unknown,1998,111,,English,USA,9.3,6199801,15193445.0,7,97,0,2022:09:12,0
movie_0189,Family Mission,Movie,Documentary,Unknown,1993,85,,Japanese,USA,5.8,593000,99504513.0,7,97,0,2020:10:10,0
movie_0190,Princess Night,Documentary,Fantasy,Unknown,2010,94,,English,USA,6.0,3778470,11102590.5,7,97,1,2020:11:19,1
movie_0191,War Kingdom,Stand-up Comedy,Adventure,Unknown,2006,36,,English,USA,5.5,3778470,11102590.5,7,97,0,2022:07:12,0
movie_0192,Family Queen,Movie,Comedy,Horror,2021,127,,Korean,Canada,6.1,52114579,24037884.0,7,97,0,2020:09:10,0
movie_0193,Love Story,Movie,Animation,Unknown,2002,53,,English,India,4.3,5819919,20052531.0,7,97,1,2023:01:24,0
movie_0194,The Phoenix,Movie,Western,Unknown,2016,153,,German,USA,5.9,7058434,11893984.0,7,97,0,2022:12:03,0
movie_0195,New Phoenix,Limited Series,Music,Unknown,1996,18,,Korean,Canada,6.4,3778470,11102590.5,6,151,0,2022:06:15,0
movie_0196,Legend Mission,Movie,Mystery,Unknown,2014,69,,Korean,Japan,4.3,5542251,1949871.0,7,97,0,2022:10:21,0
movie_0197,Adventure War,Documentary,History,Biography,1998,78,,French,South Korea,7.3,3778470,11102590.5,7,97,1,2021:10:04,0
movie_0198,Phoenix Family,TV Series,Sport,Unknown,2007,48,,Hindi,USA,4.9,3778470,11102590.5,6,141,1,2023:01:02,0
movie_0199,A Love,TV Series,Music,Unknown,1992,23,,English,India,8.3,3778470,11102590.5,3,53,0,2020:08:30,0
movie_0200,Legend Secret,TV Series,Drama,Unknown,2002,10,,English,USA,4.6,3778470,11102590.5,14,79,0,2024:10:15,0
movie_0201,Secret Battle,Movie,Adventure,Unknown,2012,142,,English,USA,5.6,573288,11102590.5,7,97,0,2022:05:27,1
movie_0202,City Empire,Stand-up Comedy,Horror,Adventure,1961,47,,Spanish,France,6.1,3778470,11102590.5,7,97,0,2020:11:30,0
movie_0203,First Journey,Documentary,Action,Family,2008,87,,English,Canada,6.4,3778470,11102590.5,7,97,1,2023:01:19,0
movie_0204,My Quest,Movie,Action,Unknown,1998,100,,English,UK,5.3,1055495,1732903.0,7,97,0,2023:04:24,1
movie_0205,Adventure Legend,TV Series,Drama,Adventure,2021,73,,Japanese,USA,6.5,3778470,11102590.5,2,109,0,2020:11:18,0
